token	normalised
he	he
	
diex	diex
tant	tant
sunt	sunt
maiz	maiz
de	de
uilainnes	vilainnes
gẽs	gens
qui	qui
ensi	ensi
pou	pou
de	de
t	t
en	en
sont	sont
dẽ	dsn
moi	moi
dit	dit
folie	folie
qu	qu
il	il
cuidoient	cuidoient
que	que
teus	teus
fust	fust
mes	mes
talenz	talenz
que	que
ioies	joies
et	et
iou	jou
uens	vens
et	et
a	a
mours	mours
fust	fust
guerpie	guerpie
touz	touz
iours	jours
par	par
moi	moi
maiz	maiz
einsi	einsi
n	n
est	est
il	il
mie	mie
ainz	ainz
sui	sui
et	et
iere	iere
a	a
ses	ses
ꝯmandemens	commandemens
et	et
lor	lor
parlers	parlers
uous	vous
di	di
que	que
c	c
est	est
noienz	noienz
qu	qu
enuersam	enversam
our	our
ne	ne
fis	fis
iour	jour
trecherie	trecherie
ne	ne
ne	ne
ferai	ferai
a	a
nul	nul
iour	jour
de	de
ma	ma
uie	vie
Ahi	ahi
felon	felon
plain	plain
de	de
grant	grant
mautalent	mautalent
a	a
pou	pou
d	d
afaitement	afaitement
sãz	sanz
point	point
de	de
courtoisie	courtoisie
de	de
fause	fause
te	te
estes	estes
ꝯmencement	commencement
de	de
mal	mal
esmouuement	esmouvement
et	et
de	de
grant	grant
felenie	felenie
mout	mout
uaut	vaut
petit	petut
chascun	chascun
sa	sa
felenie	felenie
de	de
mesdire	mesdire
n	n
est	est
nus	nus
afaitemens	afaitemens
si	si
n	n
est	est
nus	nus
preu	preu
s	s
ce	ce
sachiez	sachiez
ne	ne
nus	nus
sens	sens
ainz	ainz
eschuient	eschuient
tuit	tuit
cil	cil
lor	lor
ꝯpaignie	compaignie
	
ou	ou
il	il
a	a
sens	sens
soulaz	soulaz
et	et
uaillandie	vaillandie
Trestuit	Trestuit
cil	cil
sunt	sunt
de	de
mout	mout
fol	fol
enᷤcient	enncient
qui	qui
pour	pour
lor	lor
ianglement	janglement
ioent	joent
de	de
repentie	repentie
quar	quar
la	la
painne	painne
li	li
trauauz	travauz
li	li
tourmens	tourmens
est	est
drois	drois
auancemens	avancemens
d	d
auoir	avoir
ioie	joie
furnie	furnie
car	car
autrement	autrement
na	na
nus	nus
loial	loial
amie	amie
et	et
quil	quil
aquiert	aquiert
a	a
ses	ses
auancemens	avancemens
c	c
est	est
li	li
coches	coches
qui	qui
guenchi	guenchi
st	st
a	a
touz	touz
uens	vens
or	or
amera	amera
et	et
puis	puis
tantost	tantost
oublie	oublie
n	n
est	est
pas	pas
sage	sage
qui	qui
en	en
celui	celui
se	se
fie	fie
Douce	douce
dame	dame
li	li
uostres	vostres
biaus	biaus
cors	cors
gens	gens
uostre	vostre
uis	vis
rounel	rounel
en	en
sꝯmero	sommero
se	se
espanie	espanie
bele	bele
bouche	bouche
uermeille	vermeille
et	et
blans	blans
dens	dens
pluz	pluz
que	que
lisne	lisne
argens	argens
gorge	gorge
blanche	blanche
et	et
polie	polie
de	de
grant	grant
biaute	biaute
portez	portez
la	la
seignourie	seignourie
n	n
est	est
meruei	mervei
lle	lle
seie	seie
a	a
celi	celi
pensc	pensc
une	une
doucours	doucours
me	me
uient	vient
au	au
crier	crier
dedenz	dedenz
qui	qui
malie	malie
ge	ge
mon	mon
mal	mal
et	et
mon	mon
martire	martire
et	et
ie	je
sui	sui
cil	cil
qui	qui
del	del
tout	tout
l	l
en	en
mercie	mercie
